label,shape_0,material_0,color_0,size_0,shape_1,material_1,color_1,size_1,shape_2,material_2,color_2,size_2,shape_3,material_3,color_3,size_3,shape_4,material_4,color_4,size_4
0,1,1,7,0,1,0,0,1,1,0,7,1,2,1,3,0,0,1,3,0
1,1,0,6,0,0,0,0,0,2,0,2,0,2,0,4,0,1,0,7,0
0,1,1,2,1,0,1,6,0,2,0,5,0,2,1,5,1,1,0,7,1
1,1,1,1,0,1,0,0,1,2,0,1,0,0,0,1,1,2,0,2,1
0,0,1,1,1,2,1,6,1,1,0,6,0,2,0,7,0,1,0,4,0
1,0,0,1,1,0,1,5,1,0,0,7,1,1,0,7,1,0,1,7,0
0,2,0,1,1,1,0,1,0,1,1,3,0,2,1,3,0,2,1,4,1
1,2,0,7,1,0,1,7,1,1,1,5,0,1,1,2,1,0,0,0,0
0,2,1,4,1,1,1,1,0,2,1,2,0,2,0,4,1,2,0,1,0
0,0,1,1,0,2,1,7,1,2,1,5,1,0,1,3,1,1,1,1,0
0,1,1,7,0,2,0,4,0,2,1,3,1,2,0,3,1,1,1,2,1
1,2,0,6,0,0,0,4,1,2,0,0,1,0,0,1,0,0,0,4,1
1,2,0,5,1,2,0,7,0,1,0,6,1,0,0,0,0,0,1,3,0
1,2,0,0,1,1,1,0,0,2,0,3,0,1,0,1,1,0,0,2,1
1,2,0,2,0,0,1,0,1,1,1,4,1,1,0,7,0,0,0,0,1
0,1,1,7,1,0,1,0,0,2,0,1,1,2,1,4,0,0,1,0,1
1,0,1,1,1,1,1,2,1,0,1,4,0,2,0,4,0,0,0,6,1
0,2,0,4,0,2,0,3,0,2,1,4,1,0,1,5,0,2,0,5,0
1,2,0,5,1,0,1,5,0,0,0,2,0,1,0,4,1,1,0,6,0
0,0,1,0,1,1,1,6,1,2,1,2,0,1,1,4,0,2,1,3,0
1,1,0,3,0,1,0,7,0,1,1,7,1,0,0,1,0,2,0,3,1
0,1,1,3,0,2,1,7,0,2,1,5,1,1,0,2,1,2,1,1,1
1,0,0,0,0,0,1,4,1,0,1,0,1,1,1,7,1,0,1,2,0
1,0,0,1,0,1,0,0,0,2,0,6,1,0,0,2,0,0,0,7,1
0,2,0,6,1,2,1,2,0,1,0,3,0,1,1,7,1,1,0,6,1
0,1,1,6,1,1,0,4,1,2,1,7,1,1,0,0,0,1,0,6,1
1,2,0,7,0,0,0,5,1,1,1,4,1,1,1,5,0,0,0,2,1
0,2,1,5,1,1,1,3,1,1,0,6,1,1,0,1,0,0,1,1,1
0,2,1,1,1,2,0,5,1,2,1,4,0,1,1,7,1,2,1,6,1
0,1,0,6,1,1,1,2,0,1,0,5,0,1,1,4,1,2,1,1,1
1,0,1,0,1,1,1,2,1,2,0,1,1,1,0,7,0,0,0,4,1
1,1,0,2,0,1,0,7,0,1,0,4,0,1,0,1,0,0,0,6,0
1,0,0,4,1,1,1,3,1,1,1,0,0,1,1,1,0,1,1,1,1
1,0,0,4,1,0,0,6,1,1,1,4,1,2,0,3,0,0,1,4,1
1,2,0,6,1,0,0,0,1,2,0,2,1,0,1,3,0,1,0,7,0
0,2,0,7,1,2,1,1,1,2,0,3,1,1,0,2,0,1,0,3,0
1,0,0,7,1,0,1,5,1,2,0,5,0,0,1,5,0,0,1,6,1
0,2,1,3,0,1,0,6,1,1,0,7,1,1,0,6,1,1,1,3,1
1,1,0,1,1,0,0,4,1,0,1,2,1,1,0,7,1,1,0,5,1
0,2,1,5,0,1,0,6,0,2,1,0,0,2,0,5,0,1,1,6,1
0,2,1,0,1,1,1,1,1,0,1,4,1,2,0,1,1,1,0,0,0
0,2,1,2,0,2,1,6,0,2,1,3,1,1,0,5,1,2,0,1,0
1,0,1,4,1,0,1,7,0,0,0,1,0,1,0,0,0,1,0,3,0
0,2,1,7,0,2,1,5,1,0,1,7,1,0,1,3,1,1,0,6,1
1,0,1,7,0,0,1,1,0,2,0,3,1,0,0,1,0,0,0,6,0
1,0,0,5,1,1,0,6,0,0,1,3,1,2,0,2,1,0,0,2,1
1,0,1,1,1,0,1,3,1,1,0,2,1,0,0,7,1,0,0,4,0
0,1,1,2,0,1,0,0,1,2,1,7,0,0,1,4,1,1,1,1,1
0,2,0,2,1,0,1,0,1,1,0,1,1,2,0,3,0,2,1,2,0
0,2,0,0,0,1,0,3,1,2,1,1,0,1,1,4,1,2,0,2,1
1,1,1,2,0,2,0,6,1,2,0,1,1,0,0,3,1,0,1,1,0
0,2,0,4,0,2,1,0,0,1,0,5,1,0,1,5,0,0,1,1,1
0,2,0,7,1,0,1,0,0,2,1,6,1,2,1,4,1,0,1,4,1
0,1,0,4,1,2,0,1,1,2,1,5,0,1,0,7,0,0,1,7,1
1,0,1,7,1,0,1,1,0,1,0,4,1,2,0,6,0,0,0,3,1
0,1,0,4,0,2,1,3,0,1,0,0,0,2,0,4,1,0,1,0,0
1,0,1,6,0,0,0,0,1,0,0,6,1,0,1,6,0,1,1,1,1
0,2,0,7,1,2,1,3,0,1,1,3,0,1,1,4,1,0,1,6,0
1,1,1,5,1,1,1,1,0,0,0,0,0,0,1,5,1,0,1,6,0
0,0,1,0,1,0,1,4,0,0,1,6,0,0,1,3,1,2,1,7,0
0,2,0,2,0,1,1,7,1,2,0,1,0,0,1,0,1,2,1,0,0
0,2,1,7,1,0,1,6,1,1,1,5,1,0,1,6,0,2,1,4,0
0,2,1,1,0,2,1,3,0,0,1,0,1,2,1,5,0,1,0,3,1
0,2,1,2,1,2,1,2,1,2,1,3,0,1,1,4,1,2,1,6,1
1,1,0,4,1,1,0,7,1,0,0,7,0,1,0,2,0,1,0,0,1
0,1,1,0,0,2,1,7,1,1,0,1,1,0,1,7,1,2,1,5,0
1,2,0,2,0,2,0,1,0,0,0,6,0,2,0,3,1,1,0,0,1
1,0,1,2,0,1,1,3,0,1,0,3,0,0,0,6,1,0,0,6,1
1,0,0,0,1,1,1,4,0,1,0,0,1,0,0,4,1,2,0,3,0
1,2,0,0,1,1,0,3,0,2,0,6,1,0,1,0,1,0,0,1,0
1,2,0,5,0,0,0,2,1,1,1,2,0,1,1,6,0,0,0,2,0
1,0,0,5,1,1,1,4,1,0,0,0,1,0,1,0,0,0,0,4,0
1,1,1,5,1,1,1,2,0,1,1,3,1,0,1,7,0,0,0,3,1
0,1,1,0,0,0,1,4,0,2,1,4,1,2,0,7,0,1,1,4,1
0,0,1,5,0,1,0,2,0,1,0,5,1,1,0,2,0,2,1,0,0
1,0,1,1,0,0,1,6,0,2,0,2,1,2,0,4,1,0,0,0,1
1,2,0,4,1,1,0,2,0,0,1,0,0,1,1,3,1,0,0,4,0
0,0,1,1,0,1,1,7,1,1,0,4,0,2,1,3,0,2,0,4,0
0,2,0,5,0,1,1,4,1,1,0,7,0,1,0,3,0,2,1,2,0
1,2,0,4,0,1,1,7,0,2,0,6,1,0,0,6,1,0,1,7,1
0,2,1,2,0,1,1,3,1,1,0,0,0,0,1,3,0,2,0,0,1
0,0,1,7,0,1,0,5,0,2,1,6,0,1,0,0,1,2,0,7,0
0,1,1,4,1,0,1,7,0,0,1,1,0,2,1,2,0,1,1,3,0
1,0,1,1,0,1,1,6,1,2,0,5,1,0,0,3,0,2,0,0,1
0,1,1,5,0,1,0,1,0,2,1,5,1,2,1,3,1,0,1,5,1
0,2,0,7,0,1,0,2,0,1,0,2,0,0,1,7,0,2,1,2,0
0,2,1,5,0,1,0,5,0,0,1,4,1,0,1,5,1,2,1,4,0
1,1,0,6,1,2,0,2,1,0,0,1,0,1,0,4,0,1,1,7,1
0,1,1,1,1,0,1,2,0,2,1,2,0,2,0,7,0,2,1,7,1
0,2,0,0,0,1,1,6,0,2,0,6,1,2,0,3,1,2,1,6,0
1,0,0,4,0,0,0,5,0,1,0,7,0,2,0,5,0,0,0,6,1
0,1,1,5,0,2,1,6,0,2,0,6,1,2,1,2,0,1,1,2,1
1,0,0,7,0,1,1,6,0,0,0,0,0,1,0,7,1,1,1,1,1
1,0,1,6,0,1,1,1,0,0,1,7,0,1,1,0,0,0,0,5,0
1,0,0,3,0,0,1,1,0,2,0,4,1,0,1,5,0,1,1,3,0
0,2,0,4,0,1,0,1,1,2,1,7,1,1,1,0,1,2,0,2,0
0,2,0,4,0,1,0,3,0,2,0,4,1,1,1,3,0,2,1,7,1
0,2,0,6,0,2,0,2,0,2,1,1,0,1,0,6,0,2,0,2,0
1,0,1,0,1,0,0,7,0,1,1,1,0,1,1,3,0,1,1,5,0
0,2,1,1,0,0,1,2,0,0,1,6,0,2,0,1,0,0,1,1,0
1,0,0,4,0,0,1,0,1,2,0,6,0,1,0,7,0,0,0,3,0
0,2,0,7,0,2,1,2,1,2,1,4,0,1,1,5,0,0,1,2,1
0,2,0,7,1,1,1,5,0,2,1,6,0,1,1,1,0,1,0,3,1
0,2,1,2,0,2,0,1,0,1,0,6,0,2,1,7,0,2,0,4,0
0,0,1,7,0,0,1,4,0,0,1,6,0,2,1,0,0,2,1,5,1
1,0,1,3,0,0,0,5,1,0,1,5,0,0,0,4,0,2,0,0,1
0,1,1,1,1,1,0,2,1,2,1,2,1,1,0,0,0,1,0,3,1
1,0,0,3,0,1,1,1,0,2,0,5,1,0,0,4,0,1,1,4,0
0,0,1,1,1,1,1,4,1,1,0,6,0,2,1,2,0,1,0,1,1
1,1,0,6,0,0,0,0,0,1,1,6,1,0,1,2,0,1,0,7,1
0,0,1,0,1,2,1,5,0,1,1,5,0,2,0,7,1,0,1,5,1
1,0,0,1,1,1,1,7,0,0,0,6,1,1,1,2,1,0,0,3,1
1,2,0,7,0,1,0,5,1,1,0,2,1,0,0,5,0,1,1,0,1
0,1,0,5,1,1,0,2,1,1,0,1,0,1,1,7,1,2,1,3,0
1,0,0,1,1,2,0,0,0,0,1,6,0,1,0,6,1,0,1,3,1
0,2,1,7,1,1,0,1,1,0,1,7,1,1,1,2,0,2,0,4,1
1,0,1,5,1,0,0,5,0,0,1,6,1,1,1,7,0,2,0,1,1
1,2,0,2,0,2,0,3,1,0,0,7,1,2,0,5,0,0,1,7,0
1,1,1,6,1,0,1,2,0,0,0,6,0,0,0,0,0,1,0,5,1
1,1,0,3,0,0,0,2,1,2,0,3,1,2,0,7,1,2,0,4,1
1,1,1,0,1,0,0,4,1,2,0,0,0,1,0,3,0,1,0,4,1
1,0,0,1,0,1,0,4,1,1,1,3,0,1,0,0,0,1,1,7,0
0,2,1,0,0,1,1,2,1,0,1,6,0,2,0,7,1,0,1,7,0
0,2,1,1,0,1,1,6,0,2,0,3,0,1,0,1,1,2,1,1,0
1,0,1,3,0,2,0,3,1,2,0,6,0,0,0,1,1,0,0,2,1
1,0,1,3,1,1,1,1,1,2,0,4,1,0,0,4,1,1,1,3,0
0,2,0,3,1,1,0,1,1,2,0,4,1,2,0,7,0,2,1,2,1
1,0,0,6,0,1,0,3,1,1,0,6,1,0,0,1,0,0,1,3,0
0,1,1,7,1,1,1,5,0,1,1,5,0,2,1,6,0,1,0,6,1
0,0,1,1,0,1,1,3,0,1,0,1,0,2,1,5,0,0,1,3,0
1,1,1,7,1,1,0,6,1,0,0,1,1,1,1,2,1,0,1,4,1
0,1,1,0,0,1,0,4,0,2,1,5,0,0,1,1,0,2,0,1,0
0,1,0,3,1,2,1,2,0,1,0,2,0,1,0,7,1,2,1,7,1
1,0,1,6,1,0,0,4,1,0,1,5,0,1,1,0,1,1,1,6,1
1,0,1,6,0,0,0,5,1,1,0,3,1,0,0,0,1,1,0,2,1
1,1,0,1,1,2,0,2,0,1,1,5,0,2,0,7,0,0,0,7,0
0,2,1,6,0,2,1,1,0,1,0,4,1,1,0,2,1,2,0,2,0
0,1,0,2,0,2,1,0,1,2,0,5,1,1,1,6,1,2,0,7,0
0,1,1,5,0,2,0,5,1,2,1,6,1,0,1,2,0,0,1,1,0
1,1,1,1,0,0,0,1,0,1,1,2,1,1,1,6,1,1,0,2,0
1,1,0,7,0,0,0,0,1,1,1,3,1,0,0,3,0,0,0,0,0
1,2,0,5,1,0,1,0,1,1,0,7,1,1,0,0,0,0,0,2,0
0,0,1,3,0,2,1,1,0,2,0,4,1,0,1,6,0,1,1,4,0
0,1,0,2,1,1,1,2,0,2,1,7,1,1,0,6,0,0,1,3,0
0,2,1,0,1,1,0,7,0,2,0,1,0,2,0,4,1,2,1,7,0
1,2,0,7,1,0,1,2,1,0,0,4,0,2,0,2,0,0,0,4,1
0,1,0,4,0,2,1,0,0,2,1,0,0,2,0,3,0,2,1,0,1
0,0,1,6,1,2,1,6,1,1,1,0,1,2,0,0,1,0,1,7,0
0,2,0,1,1,1,0,1,0,1,1,7,0,2,0,0,0,2,1,1,1
0,2,0,2,0,0,1,0,0,0,1,0,1,0,1,0,1,2,1,0,1
1,2,0,6,1,0,0,3,1,2,0,0,1,2,0,6,0,1,1,1,0
0,1,0,3,0,2,0,3,1,2,1,0,0,2,1,1,0,2,1,4,0
0,1,1,0,1,1,1,0,1,2,1,4,1,0,1,2,0,2,1,2,1
0,0,1,3,1,0,1,5,1,2,1,0,1,0,1,6,1,2,0,5,0
0,0,1,6,1,1,1,5,0,1,1,2,0,2,1,6,1,1,1,2,1
1,0,0,6,0,1,0,1,0,2,0,4,0,0,1,6,1,0,1,2,1
1,0,0,5,0,1,0,0,1,0,1,7,1,0,0,0,1,1,0,1,1
1,2,0,5,1,2,0,3,1,0,1,0,0,1,0,2,1,0,0,4,0
0,0,1,0,0,0,1,6,1,0,1,6,0,2,1,7,0,1,0,7,1
0,1,1,1,0,1,0,2,0,2,1,3,1,2,0,2,0,0,1,5,1
0,2,1,2,1,2,1,7,1,2,0,0,0,1,1,3,0,2,1,4,1
0,1,0,3,1,1,0,0,1,0,1,3,1,2,1,1,1,1,0,1,1
0,1,0,6,0,2,1,1,1,0,1,6,1,2,0,0,1,1,1,2,1
0,1,0,6,1,1,1,2,1,1,1,1,0,2,1,7,1,1,1,0,1
0,0,1,2,0,1,0,3,1,2,0,2,1,1,1,5,0,2,1,6,0
0,0,1,5,0,1,1,2,1,2,1,4,0,2,0,2,0,2,0,2,0
1,0,1,6,1,0,0,3,1,1,0,1,0,0,0,5,1,0,1,7,1
0,1,1,7,1,1,1,5,1,0,1,0,1,2,1,5,1,0,1,6,1
0,1,1,5,1,2,1,4,1,1,0,2,0,1,0,0,1,0,1,7,1
1,1,1,0,1,1,0,3,0,0,0,4,1,0,1,7,1,1,1,7,1
0,0,1,7,0,0,1,2,0,2,1,5,0,2,1,1,0,2,1,0,0
0,2,1,0,1,2,1,0,0,2,0,0,0,0,1,6,0,1,1,6,1
0,2,1,0,0,2,0,5,1,1,1,4,1,2,1,5,0,2,1,4,0
0,2,0,7,1,1,1,5,0,2,1,6,1,1,0,0,0,1,0,0,1
0,1,0,5,1,2,1,5,1,2,0,6,0,2,1,6,1,1,1,5,1
0,1,1,7,1,2,0,2,0,1,1,6,0,2,0,4,1,2,1,4,0
1,1,1,3,0,0,0,2,0,0,0,5,0,1,0,2,1,0,1,3,1
1,2,0,6,1,1,1,7,1,1,0,4,0,1,1,5,0,0,0,7,1
0,2,0,6,1,1,1,6,1,0,1,6,1,2,1,3,0,1,1,4,0
0,2,1,7,1,2,0,5,0,1,0,7,0,0,1,3,0,2,0,0,1
0,1,0,5,0,0,1,7,1,1,1,6,1,2,1,1,1,2,1,7,1
0,0,1,7,0,1,0,5,1,1,0,3,0,2,1,7,0,0,1,0,1
1,1,0,0,0,1,0,5,1,0,0,0,0,0,0,7,1,1,1,7,0
0,2,1,3,1,2,0,7,1,1,0,2,0,2,1,4,0,1,0,5,0
1,0,1,3,0,1,0,4,0,1,0,3,0,0,0,7,1,0,1,7,0
1,0,0,6,0,0,1,1,1,2,0,3,0,0,1,1,0,2,0,5,1
0,2,0,7,0,1,1,0,1,1,0,6,1,2,1,4,0,1,1,6,0
0,2,0,1,0,1,0,3,0,2,1,5,1,2,1,5,0,2,1,1,0
0,0,1,6,0,1,0,4,1,2,1,6,0,2,1,0,1,2,1,0,1
1,0,1,4,1,2,0,7,0,1,0,3,0,1,0,0,0,0,0,3,0
1,0,0,7,1,0,1,3,0,1,0,2,0,2,0,6,0,1,1,0,1
1,1,0,0,0,0,0,6,0,0,1,2,1,1,0,0,0,1,1,2,1
1,0,0,6,0,0,1,7,1,0,0,3,0,0,0,5,0,0,1,5,1
0,0,1,0,0,2,0,7,1,1,0,1,1,2,1,6,1,0,1,1,0
0,2,1,6,1,0,1,2,1,2,0,6,1,1,1,4,1,1,0,7,1
1,1,0,4,0,2,0,0,0,0,0,1,1,0,1,3,1,0,0,2,1
0,2,1,6,1,2,1,6,0,2,0,5,1,0,1,3,0,2,1,5,0
1,0,0,4,1,0,0,1,0,1,1,2,0,2,0,5,0,0,1,7,0
1,1,0,3,0,0,1,6,0,1,1,2,1,0,0,1,0,1,1,3,1
0,2,0,1,0,2,0,1,0,0,1,0,0,2,0,5,0,2,1,7,0
1,1,0,3,0,1,1,2,0,1,1,3,1,0,0,5,1,0,0,0,0
0,2,1,0,1,1,1,2,1,2,1,0,0,2,0,6,0,2,1,2,1
0,2,1,0,1,0,1,5,0,2,0,1,0,1,0,1,1,1,0,2,0
0,1,1,6,1,2,1,4,0,2,1,1,0,2,1,0,0,1,0,5,1
1,1,0,1,0,0,0,6,1,0,1,6,0,0,1,0,1,0,0,1,0
1,1,1,1,0,0,1,6,0,0,0,6,1,1,0,7,1,1,1,0,0
1,0,0,5,1,2,0,2,0,2,0,6,1,0,0,5,1,0,1,2,0
0,1,1,3,1,2,1,6,0,0,1,7,1,1,0,6,1,2,0,6,1
1,1,0,1,1,1,0,7,1,0,0,0,0,2,0,5,1,1,1,5,0
0,0,1,3,0,2,1,2,0,2,1,4,1,1,1,5,1,1,1,7,1
1,2,0,4,1,2,0,3,1,0,0,1,1,0,0,2,0,0,0,7,1
1,0,1,4,1,2,0,4,0,0,1,7,0,0,0,5,1,0,1,3,1
1,1,0,5,1,0,0,5,0,2,0,4,0,0,1,6,0,1,0,5,1
0,2,1,2,1,0,1,2,0,2,0,6,0,1,1,1,1,1,1,1,1
0,2,0,1,1,2,1,6,0,1,0,4,0,0,1,5,0,0,1,2,1
1,0,0,7,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,1
0,2,1,1,0,1,0,5,1,0,1,6,1,0,1,5,0,0,1,3,1
1,2,0,3,1,2,0,7,0,0,0,7,0,1,0,2,1,1,0,5,1
1,2,0,0,1,0,0,4,0,1,1,1,1,2,0,3,0,0,1,2,1
0,1,1,2,0,2,1,4,0,1,1,3,0,1,1,6,1,0,1,3,0
1,1,0,4,1,1,1,7,1,2,0,1,1,1,1,6,1,0,0,2,0
1,0,1,1,0,0,1,1,0,0,0,2,1,1,1,0,0,2,0,5,0
1,1,1,2,1,2,0,2,1,0,0,4,1,1,1,2,1,1,0,4,1
0,2,0,3,0,2,0,6,1,2,1,3,1,0,1,2,1,0,1,5,0
1,2,0,6,1,2,0,1,0,0,0,2,1,0,0,2,1,1,0,3,1
0,2,1,5,0,1,1,5,0,1,0,5,1,1,0,2,1,2,0,0,1
0,0,1,0,1,2,1,7,1,1,1,1,0,0,1,6,0,0,1,5,1
0,0,1,6,1,1,0,4,1,1,0,6,0,2,1,0,0,1,0,3,0
1,1,1,4,1,1,0,1,0,0,0,2,1,1,0,3,1,0,1,2,0
0,2,1,4,1,1,1,5,1,0,1,2,1,1,1,2,0,0,1,7,0
0,2,0,0,0,0,1,1,1,2,1,5,1,0,1,1,0,2,1,2,0
0,2,1,2,1,2,1,3,1,2,1,6,0,1,1,0,0,0,1,5,0
1,0,0,6,1,2,0,7,0,0,0,7,0,0,1,7,0,1,0,0,1
0,0,1,0,1,0,1,0,1,1,0,0,0,2,1,5,0,2,0,5,1
1,0,1,2,0,1,0,4,0,0,0,5,1,1,0,2,0,2,0,5,1
1,0,0,1,0,0,1,7,1,0,1,2,0,0,0,5,0,0,1,3,1
0,0,1,4,0,2,0,2,1,1,1,1,0,1,0,0,1,2,1,1,1
0,1,0,2,0,1,0,1,1,2,1,1,0,2,0,4,0,2,0,1,0
0,2,1,5,1,1,1,4,0,1,1,6,0,1,1,4,0,2,0,5,1
1,0,1,4,0,1,1,2,0,0,0,5,0,1,1,7,1,2,0,3,1
1,0,1,5,1,0,0,0,1,2,0,6,0,1,1,6,0,1,1,5,1
1,2,0,3,1,0,1,6,0,0,1,1,1,0,0,0,1,0,0,5,1
1,1,1,7,1,0,1,7,0,2,0,6,0,1,0,3,0,0,0,6,1
1,0,0,5,0,0,1,4,1,0,1,2,0,0,0,0,0,1,1,0,1
0,1,1,4,0,0,1,6,1,2,1,4,0,2,0,0,1,2,1,6,1
1,0,0,7,0,1,1,6,1,1,0,6,1,2,0,5,0,1,0,5,1
0,0,1,5,0,1,1,5,0,0,1,6,1,1,0,4,0,2,1,6,0
0,2,1,7,1,1,0,5,0,1,0,7,1,2,0,4,1,1,1,5,1
1,1,1,6,0,0,0,1,1,1,1,1,1,0,0,5,1,1,1,0,0
1,0,1,3,0,1,1,3,0,0,1,1,0,0,0,7,1,2,0,6,1
0,2,0,0,1,2,0,3,0,0,1,0,0,1,1,3,1,2,1,6,0
0,1,0,1,0,0,1,1,1,1,0,5,1,2,1,6,0,1,0,4,0
1,0,0,1,1,1,1,7,0,1,0,7,0,0,0,6,1,0,1,2,1
0,1,0,3,0,2,1,5,1,1,0,2,1,0,1,2,1,2,0,3,1
0,0,1,7,1,1,0,7,0,1,0,1,0,1,0,1,1,2,1,6,0
1,0,0,5,0,0,0,4,1,1,0,2,1,0,1,4,1,0,0,1,0
1,2,0,5,0,1,0,2,0,0,0,6,0,1,0,4,0,1,0,7,1
0,2,1,7,0,2,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1
1,0,1,0,1,0,1,3,0,0,0,7,1,0,0,1,0,0,1,5,1
1,0,0,2,0,1,1,0,1,1,0,7,0,1,0,6,1,1,1,7,0
1,0,0,3,1,1,1,5,1,1,0,5,0,2,0,4,1,0,0,2,0
0,2,1,4,0,1,0,6,1,1,1,6,0,2,1,7,0,1,0,5,0
0,1,0,2,1,2,1,0,1,2,1,1,1,1,1,1,0,1,0,3,0
1,0,0,2,0,0,1,0,1,0,1,6,1,2,0,6,0,2,0,7,1
0,2,1,6,0,0,1,5,1,1,1,0,0,0,1,6,0,1,1,1,0
1,0,0,5,1,2,0,1,0,1,0,6,1,1,1,1,1,1,0,0,1
1,0,0,2,0,1,0,1,1,1,1,7,1,1,1,4,0,1,0,4,1
0,2,1,0,0,1,0,6,0,1,0,2,0,0,1,0,1,2,0,2,1
0,0,1,5,0,2,1,6,1,2,1,1,1,1,1,3,0,1,1,2,0
1,2,0,0,0,1,1,2,1,0,0,2,1,0,1,7,0,0,0,1,1
0,2,1,4,1,1,1,1,1,1,1,2,1,2,0,3,1,0,1,3,1
1,0,0,1,0,0,1,2,1,1,1,3,0,1,1,3,1,1,0,0,0
1,1,1,6,1,2,0,0,0,1,1,1,0,0,1,7,0,0,0,7,0
1,0,0,7,1,1,1,4,1,2,0,6,0,0,1,6,1,2,0,1,1
0,1,0,7,0,2,0,3,0,2,1,6,1,0,1,6,1,2,1,5,0
1,1,0,3,1,1,0,7,0,0,0,1,1,0,0,3,1,2,0,7,0
0,1,1,4,1,1,0,5,1,2,1,4,0,1,1,3,0,2,0,3,0
1,1,1,5,1,0,0,4,1,1,1,7,0,0,1,1,1,1,1,0,0
0,1,0,5,0,0,1,2,1,0,1,0,1,1,0,6,0,2,1,5,1
0,2,1,1,0,1,0,4,0,2,1,7,1,0,1,0,0,2,0,1,1
0,2,1,6,0,2,1,3,1,1,0,3,0,0,1,2,0,0,1,3,1
0,1,0,1,0,2,1,2,1,2,1,4,0,1,0,3,1,0,1,5,1
0,1,0,3,0,0,1,0,0,2,1,2,0,1,1,6,0,0,1,1,0
0,2,0,4,1,2,1,0,0,1,1,2,1,1,0,6,0,0,1,1,0
0,2,0,5,0,1,0,4,0,2,1,5,0,2,1,3,0,2,0,6,1
0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,6,0,2,1,5,1
1,0,1,6,1,0,0,5,1,0,1,3,0,1,0,6,1,0,0,0,0
0,2,0,4,1,1,1,0,0,0,1,7,0,2,1,5,0,1,1,5,1
0,2,1,7,0,2,1,7,0,2,0,5,0,1,0,3,1,0,1,3,0
0,2,0,0,0,2,1,4,1,2,0,2,1,2,0,0,0,1,1,4,1
1,1,1,0,1,0,0,4,1,2,0,1,1,0,0,7,1,0,1,2,0
1,2,0,6,1,1,0,1,1,0,0,1,0,0,1,2,0,0,1,5,1
1,0,0,5,1,1,0,2,0,0,0,1,0,0,0,7,1,0,1,5,1
1,2,0,1,1,1,1,4,0,2,0,4,0,0,1,3,0,0,0,7,1
1,1,1,5,0,1,1,1,1,0,0,7,1,0,0,4,0,1,1,5,0
0,1,1,0,1,1,1,7,0,2,1,2,0,2,1,0,1,1,0,4,1
1,2,0,2,0,0,0,7,1,1,1,1,0,0,1,3,0,0,0,0,0
1,1,0,3,0,0,1,6,1,0,0,3,1,0,1,3,0,2,0,7,0
0,2,1,5,1,0,1,3,1,1,1,5,0,2,0,0,0,1,1,1,1
0,2,0,7,0,2,0,1,1,2,1,2,0,1,0,7,0,1,0,0,1
0,0,1,0,0,1,1,3,0,2,0,6,0,0,1,2,0,2,1,6,0
1,1,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,3,0
0,1,1,7,1,1,1,6,1,1,0,0,1,0,1,1,0,2,1,4,1
1,1,0,4,1,1,1,1,1,0,1,5,0,1,0,3,0,0,0,6,0
0,2,1,7,0,2,1,7,0,2,1,5,1,1,1,3,1,0,1,1,1
0,1,0,6,0,2,0,6,1,2,1,4,0,2,0,6,0,1,1,2,0
1,2,0,2,0,0,0,0,0,2,0,3,1,1,1,0,1,1,1,6,0
0,2,1,7,1,1,0,1,0,0,1,6,1,1,1,1,1,0,1,1,0
0,2,1,4,0,2,1,6,1,0,1,0,0,2,1,2,0,0,1,7,1
1,0,0,5,1,1,0,0,1,1,1,1,0,0,1,7,0,2,0,5,1
0,1,0,5,1,0,1,0,0,2,1,4,1,2,0,0,1,1,1,6,1
0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,2,1,7,0
1,0,0,6,1,0,0,5,0,0,1,2,0,0,1,7,0,0,0,3,0
0,0,1,5,1,2,1,2,0,2,1,3,1,1,1,3,1,2,1,6,0
0,2,0,2,1,1,1,7,1,2,1,6,1,2,0,4,0,2,0,5,1
1,0,0,6,1,0,1,6,1,2,0,1,0,0,0,1,1,2,0,3,1
0,1,1,6,0,2,0,0,0,2,1,5,0,2,0,6,1,1,1,7,1
1,0,0,5,0,0,0,7,0,2,0,4,1,2,0,7,0,0,0,2,1
1,1,1,2,1,2,0,4,1,2,0,5,1,2,0,6,1,0,0,7,1
1,0,1,5,1,2,0,2,0,0,1,5,1,0,0,0,0,0,1,4,0
1,2,0,0,1,1,0,3,0,0,0,0,1,2,0,1,0,1,1,6,0
1,2,0,5,1,0,0,4,1,1,0,2,0,1,0,7,0,0,1,6,1
1,2,0,1,1,1,1,3,0,0,1,2,1,0,0,2,1,0,1,4,0
1,0,0,3,0,1,1,4,1,1,1,6,0,2,0,4,0,0,0,1,1
1,1,0,4,1,1,1,5,0,0,0,0,1,1,1,4,0,0,1,6,1
1,2,0,2,1,0,0,7,0,0,0,7,0,0,0,5,1,0,1,6,1
0,0,1,0,1,2,1,7,1,1,0,5,0,1,0,3,1,2,1,7,0
1,0,0,5,0,1,0,5,0,0,0,4,1,2,0,2,0,0,1,3,0
1,2,0,1,0,0,0,3,1,2,0,2,0,1,1,7,1,1,1,6,0
0,0,1,5,0,1,0,0,0,1,1,1,1,2,1,5,0,1,0,1,1
0,2,0,5,0,2,1,4,0,1,0,3,0,2,1,1,1,2,0,2,0
